"La palabra ""gorda"" ha sido usada en mi entorno (como en el de todos) como insulto/ofensa. No digo que haya dejado de dolerme, pero cada vez que uso ""gorda"" como el adjetivo que es, sin darle mayor transcendencia, me siento mas fuerte y empoderada. ??";0
"Un insulto es que gente con supuestamente dos dedos de frente diga esto y este orgulloso de decirlo.
 Una persona que no tiene empatia con los animales es MALA PERSONA.
 Loquillo ademas de mal cantante es un indeseable. https://t.co/ogz5YGtTjc";0,5
James esta de acuerdo con el maltrato a la mujer es contradictorio;0,5
"""El silencio es letal en el maltrato hacia la mujer. Atrevete, se valiente y denuncia al agresor""??
 ?No mas violencia hacia la mujer
 -25Naranja
 -NiUnaMenos https://t.co/yNlXGX8FAe";0
Carcel a este malparido por maltrato animal! https://t.co/cbW4MogJ7Z via -sosvox;0,333333333
Un bebe en coma por maltrato. Lo que me quedaba por ver.;0,25
Como sabras, las organizaciones feministas y la comunidad LGBT llevan meses pidiendole a la administracion de -wandavazquezg que declare un estado de emergencia por el maltrato y abuso a estos grupos. Pero la administracion l-s ha ignorado.;0
https://t.co/ny3aoLYBm3 Que vergüenza de pais. Este hombre lo que tiene que hacer es callarse la boca y si tanto le mola el rollo del maltrato a un ser vivo indefenso en la plaza, que se ponga el y se lo hagan.;0,6
"Nuestros niñ-s identifican el maltrato que sufren directamente y el que sufren otros. Escuche como sintio mi hijo, con autismo, el maltrato del niño del CPEE Ramon y Cajal de Getafe. https://t.co/9RiuSoaR2H
 -sanchezcastejon
 -detidepende
 -LaEspañaQueQueremos
 -DerechosHumanos";0
El informante: El niño y el toro, por Ricardo Uceda: Ciudad de Mexico para impedir la muerte de Gitano, un astado al que vio nacer y crecer en el campo. Iba a ser lidiado en la Plaza Monumental. La tarde de la corrida logra que el Presidente… https://t.co/7cDO7dclXV -Politica https://t.co/3Dt9r6VrQa;0
Donde hay enfrentamiento deberia haber una causa judicial e investigacion policial abierta por discriminacion(y maltrato etc) y se acabo. https://t.co/TuB8fUWIrb;0
"???????????????
 Solo informar:
  El dia 26 de febrero es MIeRCOLES DE CENIZA y empieza la CUARESMA para todos los catolicos y de momento??no lo han anunciado en ningun medio de comunicacion ...
  Como estoy harto de que me digan cuando empieza y termina el Ramadan o el año nuevo chino,";0
Bueno tambien por el Chino Rios y Arturo Vidal... https://t.co/cB4haQYRgN;0
"¿Que es y de donde proviene el Coronavirus Chino COVID-19? https://t.co/jc2IchkK9d
 
 -Lombardia
 -Milan
 -Padua
 -Veneto
 -Venecia
 -Bolonia
 -Piamonte
 -Turin
 -Lacio
 -Roma
 -Romagna 
 -Napoles 
 -Turin 
 -Palermo 
 -Genova 
 -Tenerife 
 -Madrid";0
Coronavirus: discutirle el vuelto al chino de tu barrio - https://t.co/EzHzXphJtS via -lacapitalmdq;0,666666667
Y encima no los puedo abrir mucho porque soy medio chino :( https://t.co/iUr4osWlCS;1
"Me cuenta mi hija q el chino de su barrio viajo a su pais a ver a su familia y no lo dejaron volver...y si le permiten en breve y desarrolla la enfermedad q pueda haber incubado ???...y la base q tenemos en Nqn q van y vienen? Q desprotegidos estamos!!!
 -InutilidadMinisterial";0
Acabo de ver un video sobre el Covid-19 que monto -Huoglinog ... quede impactado. Si asi tratan a un ciudadano chino que pareciese que tiene fiebre, es que la vaina es arrecha y la gente sigue jodiendo con eso.;0,25
Para mi si juega Leandro Fernandez y el chino Romero, deberia jugar Roa! https://t.co/C9AzXw722c;0
"Mmmmm dijo la muda!
 Buen dia... ??";0,333333333
CEME informa que el numero que comenzara descargando en Barrio Chino el 26 de febrero sera el 838;0,5
Comiendo en un chino. Curiosamente esta vacio https://t.co/GclX9hiRCT;0,333333333
"La ameba intestinal esperando que coma arroz chino con camarones trasnochados... 
  https://t.co/bsuuUQyD2d";0
"2 color 1 negro por 1$
 1 bigen chino color negro 1$
 
 -zulia -mcbo -maracaibo -vzla -pagomovil -bnc -bfc -petroapp -digitel -movistar -movilnet -bod -bbva -banesco -mercantil -bitcoin -litecoin -dash -bdv -directv… https://t.co/AHGk6sBABh";0
"Aplaudo la templanza de Lorenzo Mila respecto al COVID19 en Europa-Italia, pero vamos, que lo que pasa en Wuhan tampoco es poca broma.
 Al igual que tampoco creo que las cifras de fallecidos emitidas por el gob Chino sean super fiables.";0
"Chino &amp; Nacho Feat. Rakim &amp; Ken-Y - Se Apago La Llama";0
"2 color 1 negro por 1$
 1 bigen chino color negro 1$
 
 -zulia -mcbo -maracaibo -vzla -pagomovil -bnc -bfc -petroapp -digitel -movistar -movilnet -bod -bbva -banesco -mercantil -bitcoin -litecoin -dash -bdv -directv… https://t.co/kxAzEygRgm";0,5
"La -Pelicula ?? -Argentina ???? ""Un -Cuento Chino"" comienza con un suceso real en el que una vaca cae desde un avion, justo encima de un barco...
 
 Nada comparado con la Infinita Red de sucesos tras los que naciste... Y Aqui Estas... https://t.co/v1FKGFgK2I";0
"Que tengo que hacer para que entiendas el famosisimo proverbio chino ""BESAR POR BESAR""?????";0
Me acaba de dar un infarto por ver a un chino abrir una cerveza con una cuchara para luego beberla? SI, JACKSON TE AMOOOoooOOo https://t.co/WwAAZEX8Y2;0,5
Las viejas del Cafetal atacan de nuevo, esta vez, con recetas que leyeron, escucharon, vieron de algun supuesto chino https://t.co/G4m3XjAZg8;0,5
Sinceramente no se si el sistema de salud Chino sea mejor que el Colombiano o no, lo sabra quien alli viva. Lo que si se, es que lo trataran con seriedad y responsabilidad oriental y en su momento, no casi 40 dias despues como lo ha hecho el irresponsable y patetico gobierno Col. https://t.co/VS98zvacx8;0,25
Cada vez que iba del Chino estaba desayunando esas cosas que desayunan alla. Hoy fui y le estaba entrando a un changuchito de mortadela. Ya le pueden dar la ciudadania de una maldita vez?;0,666666667
q reviente fue hablar ayer con el chino jabsksbsbsn no hablaba con el desde 6to de primaria xd;0
El «mushin» (??) es un estado mental y emocional que los budistas zen describen como «la mente sin mente». Procedente del taoismo chino, este concepto trata de expresar un estado de… https://t.co/7F5ub91E2o;0
En Singapur, realizaron un seguimiento particular de los casos de contagio de Covid-19 y encontraron que hubo una relacion de contagios en una iglesia local, con personas que llegaron de la ciudad de Wuhan para celebrar el Año Nuevo Chino. https://t.co/4vIiqMkhtO;0
Ya es el segundo virus chino relacionado con el Valencia;0
Che?! Y a todo esto? Que sera del Mapach?! Habra sobrevivido al carnaval? Habra contraido el virus chino ya? Habra sobrevivido a los conciertos cochalas al aire libre?! *Horrible fija eso*;0
"caminaba y en Washington street habia un chino que tosia
 
 adios
 creo me contagie
 
 igual ya esta";0,333333333
Aprendi la diferencia entre conexion y apego, una te da energia y otra te la roba...;0
Estos son los sintomas de beber ginebra del chino todos los dias antes de la carpa ?? https://t.co/t3sbIRs0vL;0
"Chicos, hemos perdido los desahogos del señor Mister Seitan, F
 
 Ahora en vez de nuestro calvo del Olimpo futbolistico, esta un chino haciendo directos sobre Bitcoins, debe de ser que le hicieron un desmarque de ruptura y le hackearon el canal.
 
 Solo quedan 4 videos, F
 -PraySeitan https://t.co/euS4PgTYlD";0
Durante un evento transmitido en vivo, el gigante tecnologico chino ha dado a conocer una version actualizada de su 'smartphone' plegable Mate X, que recibio el nombre 'Mate Xs'. El dispositivo tiene la funcion 5G, inteligencia artificial y una camara'. https://t.co/lPpcWcIgG4;0
Grande Chino. Son pelos en la lengua y con la verdad. Seguro que vamos a vivir del aire y de los idealistas forzados. https://t.co/7e3HP3wbLc;0
"Locals: no tenemos que ser racistas, debemos respetar a todo el mundo noseq ???
 
 Also locals cuando ven a una persona asiatica: china chino ching chung chang ???? https://t.co/aAIqFYIMxD";1
Los que hasta hace unas semanas le explicaban al gobierno Chino como tenia que hacer las cosas (por comunista, obvio) de repente estan muy silenciosos viendo como la meca del capitalismo salvaje (sokor) se cae a pedazos.;0
"Imaginate que lo que dijo Alberto, lo hubiera dicho Mauricio Esta vieja crapula lo estaria puteando hasta en Chino 
 
 Estela de Carlotto rechazo las criticas a Alberto Fernandez sobre los militares: ""Nosotros somos muy mayores, a veces hablamos de mas"" https://t.co/I5JZov53Oh";1
Nivel de amistad tan alto que cuando te invitan a cualquier evento incluyen al team completo ( chino y marla ) -friendshipgoals;0
260 CASOS DE VIRUS CHINO EN CUARENTENA...CHUUUUU...SERIA TODO...;0
"Hoy dia vi a un equipo de algun deporte chino, en un restaurante chino y me he ca***** al recordar las noticias del -Coronavirus ?? 
 
 ¿Les pasa algo similar? -ViajesChat";0,25
Teniamos el super plan de ir al barrio chino de Tigre con Bru y resulta que solo abre los Sabados y Domingos (?) Por suerte lo revisamos antes de ir hasta el tren ah;0
Lo de Belloni hoy es la definicion de zapato chino. No tiene como salir bien;0,5
"Mi momento Gisela Barreto fue cuando de chiquita me esguince el pie y el medico chino (liu) me dijo ""2 dias no pisa"" yo entendi pizza y sali indignadisima";0,5
"Matias Castro en -afondo1010 ""-mathiascardacio es un jugador muy importante para nosotros, no solo dentro de la cancha sino en el dia a dia como referente junto al 'Tata' y el 'Chino'. Jugo un partidazo, tiene un panorama muy claro del juego y es fundamental"" -DefensorSp https://t.co/oxu37Xllgt";0,333333333
Recuerden chicos perro que ladra todavia esta crudo antiguo proverbio chino;0
Asi es, la opacidad en la gestion del gobierno chino, ocultando la informacion descuidaron las conductas a tomar en estas situaciones https://t.co/MoGKSSRNSn;0
Imaginad como debe ser el virus de chungo que te mueres chino y te despiertas caucasico con los ojos sin rasgar ni nada. Horrible un tragedia. https://t.co/rGLXXnANzZ;0,25
Hoy en dia se critica a humoristas que se muestran machistas u homofobicos y acto seguido aplauden a kramer por reirse del gran chino rios y de carabineros y de mujeres que no son de zurdolandia.inconsecuencia total?? -CarabinerosDeChile;0,4
Jaja este chino https://t.co/1dtda7jysK;0
"Siempre que voy al chino cuando la China me cobra y me voy me dice ""GRACIAS LINDA"" ADEMAS DE CHINA ES CIEGA ??";0
"¿Sera que el coronavirus se contagia con el calzon chino?
 ... https://t.co/0g2NUlAVvj";0,5
Un hospital chino q hicieron en 10 dias / Un hospital Argentino q hicieron en 10 dias https://t.co/T0PEUS1pOR;0,333333333
No, no hay un niño que viene de China que ha dado positivo en coronavirus en un hospital como dice este audio en gallego - Maldita — Periodismo para que no te la cuelen https://t.co/WVukdyLpOo;0
"Muertos en España por la gripe: 1000
 Habitantes de España: 50 millones
 
 Muertos en China por el corona: 2000
 Habitantes de China: 3.000 millones
 
 Españoles: OMG VAMOS A MORIR, A MORIR, EL PUTO CORONA, CHINO NO ME TOQUES OSTIA";0
El presidente chino, Xi Jinping ha enfatizado importancia de agricultura para control epidemico y desarrollo socioeconomico.;0
Que bonito numero de seguidores del chino. Quieres aumentarlo? Sigueme?? -aprenderchino -estudiarchino -chinomandarin -learnchineseonline -learnmandarinonline -chinomandarin -chineseclass en Madrid, Spain https://t.co/yjMMRiTo98;0
"Nada q venga del Partifo Comunista Chino es creible; la informacion la construyen de acuerdo a sus interes y beneficios.. https://t.co/qlVLqjUdUY";0
El sufrimiento del pueblo chino ha de ser enorme, ver de forma impotente como sus seres queridos se le van, situaciones que no vemos, por el secreto con que China maneja sus asuntos. Tampoco sabemos como surgio este mal apocaliptico. Insisto, China debe ser obligada a decir causa;0
"Los Chino no lo quieren creer pero, la cura contra el coronavirus, es el
 vick vaporub y el bicarbonato.";0
"El ""Chino"" no sera parte del equipo tecnico nacional que viaje a Estocolmo. Desde la Federacion de Tenis explicaron que se trata de un tema presupuestario. https://t.co/RdosgtMPUa";0
El chino es bien pintoso ?? https://t.co/DGof3kuz26;0,333333333
"Llegue temprano a la escuela y me puse a explorar el edificio. Di con los departamentos de Chino, Japones, Portugues e Italiano.
 Bien multicultural este pedo y no escuche a nadie hablando español.";0
"Ojala llegue un chino a Peru y el unico infectado seas tu ""Doctor Chapatin"" para que dejes de hablar webadas. ???? https://t.co/k09jkxs3kl";1
Acabo de toser en un chino y una señora me ha mirado fatal JAJAJAJAJAJA;0
Hay un programa que se llama “nosotros a la mañana” donde hay una opinando de moda y sabe de moda lo que yo de chino mandarin. Asi esta vestida, y dice q esa es la mas atinada. Me quiero poner 3 corchazos en la cornea. https://t.co/9E3zVWUDrT;1
"La alarmante cifra de muertos a causa del coronavirus de Wuhan en China -CaraotaDigital https://t.co/1TwQNG3urv &amp;(";0
"""Apoyo al Chino Rios"" JAJAJAJAJA media wea de personaje po.
 
 Picota!
 Picota!
 Picota! https://t.co/uRdiyQQsyz";0
"""Joe Biden afirmo que trabajo con el lider chino Deng Xiaoping en el Acuerdo Climatico de Paris"". Antes, Klobuchar y Buttigieg admitieron que no sabian el nombre del presidente de Mexico. Estos son los candidatos a Presidente de la mayor potencia mundial ????? https://t.co/erQGRh48QE";0
Y a todas estas cuales son los sintomas del Coronavirus??? Me acabo de encontrar con el chino del restaurante y tenia la nariz un poco roja.;0,666666667
Me acuerdo cuando me fui a china a estudiar y mucha gente me pregunto que si me gustaban los chinos y que si me queria casar con un chino. Creanme que solo lo hice por la satisfaccion de saber.... no todo es por tu futuro esposo ??;0
Que decirles, yo lo amo al Chino Leunis;0
Unpopular opinion: es mucho mas facil el chino que el aleman. Por lo menos las titulaciones equivalentes;0
ahora que lo pienso el video ese del chino follando en VR puede ser perfectamente quiyao lol;0,666666667
Que no le salga barato al Chino Rios su homofobia y su pinochetismo https://t.co/fH2lT9jGwG;1
Los sistemas politicos comunistas Chino y Vietnamita son un ejemplo, en vivo, de esto... https://t.co/Joq1wRl7kQ;0
"Ya salieron a decir que tienen un amigo chino?
 -BuenMartes";0
Es demasiado para mi una mujer machista, tengo 0 paciencia. Amiga date cuenta ???????;0
"Violencia machista | ¿Y si hubieran asesinado a diez futbolistas en 2020 solo por ser futbolistas?
 
 Gracias -RevolutionRoy No se puede banalizar el feminicidio presente en todo el mundo y por supuesto en nuestro pais tambien. Contra la banalizacion del mal https://t.co/kr2SiXOzKG";0
Ole tu padre picha, quizas algunas no las familiarizo con caballerosidad como la penultima, pero ni machista ni anticuado es tu padre, es un caballero en toda regla cipote???????? https://t.co/JuLiX5y1Tw;0,166666667
Me pueden decir retrogrado, machista y todo lo que quieran, pero no estoy de acuerdo con el aborto de un niño de 7 meses por que la mama no se siente bien psicologica mente. Ademas el papa que tiene el mismo derecho que ella queria hacerse cargo de el aun sin ella.;0
"Mi padre me enseño que al salir con una mujer:
 -Las puertas las abres tu.
 -No te sientas antes que ella.
 -Por la acera, ella va del lado interior.
 -Los gastos van por tu cuenta.
 -Acompañarla camino a casa es tu trabajo.
 
 Tal vez es machista o anticuado, pero mi padre es mi heroe.";0
Mas machista y mente cerrada no podias ser verdad?????;0
Tengo un chiste machista y xenofobo sobre la transmision de FB del partido de BSC ...;1
Yo no escogi nacer mujer y mucho menos crecer en/con una sociedad y pais tan machista y retrograda.;0
Me caga mi casa machista alv;0
"Igual que la gente de izquierda que le dice simio, esclavo y demas a Polo Polo, y prepago a Bedoya. 
 El ser racista, homofobico, machista, arribista y demas no viene de nuestra ideologia politica, es un problema cultural. https://t.co/PNQVvxDtYN";0,2
mal ademas te imaginas tener que amar a todas las mujeres ajjdaj deja soy machista mejor ahre https://t.co/mepRoVR6Qq;0,5
machista y kpopper dios si castiga 2 veces https://t.co/zImJNT1JYY;0,333333333
"Sofia: te admiro y si por mi fuera te perdonaria
 Todos cambiamos
 Tambien se que quien fue racista, machista, clasista...no deja de serlo de ""un dia para otro""
 Yo tambien *tengo* algunos de esos defectos y me avergüenzo; pero todos los dias trabajo para mejorar
 ¡Pa'lante mija! https://t.co/2NqWFZY1d9";0,333333333
"Hay una cosa machista en eso...
 La mujer, iba por el lado interior por las dudas que cayera una maceta y si se cae ensima de uno que sea a la mujer y no del hombre. https://t.co/6pyQwS7Rmi";0,5
Tan machista que este mundo, en serio una mujer denunciara que fue violada para sacar plata? No me imagino una mujer cargar con esa mochila, como si fuera un premio andar diciendo que fue violada. Paredes ahi si que te caiste feo qlo.;0
"Llaman machista a Jimena Baron por apoyar a las putas.
 Las abolicionistas no quieren salvar a nadie, no les interesa las putas, les interesa su ego. Lo dire mil veces.";0
Que el machista que ha subido el video insultando a Fani tiene un avatar de mi niño Mirio aka Llemillion que es un ser de luz...;0,25
"Agh siempre que voy a leer algo... texto altamente machista aparece salvajemente!!!
 
 Malditas conductas heredadas :c";1
ESTOY HASTA LA CHINGADA DE ESTE PINCHE PAiS MACHISTA Y VIOLENTO.;1
Esto en europa es que eres un machista y le estas diciendo inutil a la mujer en pocas acciones https://t.co/10fuYfs7Dw;0,75
Odio cuando todo el tiempo repiten que si entre mujeres no nos respetamos bla bla bla, me parece algo re mogolico, si me cruzo a una pelotuda no voy a quedarme callada xq es mujer, la bardeo el doble, igual no es por machista sino por odio al ser humano;0,75
Tu padre era un machista, probablemente por la època en la que vivio. Es una lastima que no hayas sido capaz de adquirir unos valores propio y poner en duda lo que te enseñaron. https://t.co/H1ATxLo8OV;0,333333333
Acabais de representar la españa facha machista de amchirulos que solo saben llamar a las mujeres p*** como energumenos que luego sois los primeros en denigrar a vuestras parejas, enhorabuena colega asi las pavas aprender a no acercarse a machirulos como vosotros. https://t.co/DDomsBN87O;0,666666667
En una sociedad machista, la mujer siempre sera la culpable.;0
En la -USGP, se desarrolla un panel-foro por estudiantes de 5to semestre de -comusgp la materia de -DerechoConstitucional, con el tema: Marchas feministas “un derecho o una revolucion”. al igual que violencia machista y los derechos humanos. https://t.co/dq1bXqa0zb;0,5
No es machista, pero hay damitas que nos encantan esas atenciones... https://t.co/ZmbUIquE7t;0,5
acabais de representar a la españa mas machista y misogina un beso colegas https://t.co/m5IPbRQ585;0
"El genero ""trap"" es machista y transfobico. Desde FdeIzquierda repudiamos esta musica derechista. -NoNosCallamosMas";0,666666667
Machista no, caballero. Ademas , el que es caballero lo hace por que le nace https://t.co/tTgnXtasFN;0,5
El 'zasca' de una mujer a un machista que queria ligar con ella se hace viral https://t.co/qJcdrZ922I;0
"Mi padre me enseño que al salir con una mujer:
 -Las puertas las abres tu.
 -No te sientas antes que ella.
 -Por la acera, ella va del lado interior.
 -Acompañarla camino a casa es tu trabajo.
 Quiza para algunos es machista o anticuado, pero son detalles q valen la pena para ellas.";0
Y lo q he notado q la cultura machista se a incrementado los ultimos años https://t.co/kGta96eUcj;0
xq se sorprenden del bobito ese siendo machista, es onvre gente que esperaban;0
El chavismo es parte del gentilicio venezolano. Asumirlo es crecer, madurar. Ese ser hdp, egoista, cdsm, rata, ambicioso, malnacido, egolatra, bruto, violento, machista, malandro, antisocial, crecido, superior, habita en el ADN criollo. Erradicarlo es la tarea.;0,666666667
Si la sociedad no fuera tan machista, los hombres vestiriamos de manera mas fabulosa.;0,166666667
"Yo tambien quiero llegar sana a casa y que nadie me viole ,por eso no me voy a quedar callada ,ni solo quejandome desde twitter.
 Ante la violencia machista no mas silencio,un pasaje no puede ser pagado con una violacion la vida no vale 2500 pesos https://t.co/LVGcjTZEB5";0,333333333
"Pero si esta pelotuda es mas machista que los hombres y se quiere hacer la pobrecita. 
 Ese feminismo solamente para vender mas y hay pelotudas que todavia la apoyan, enfermizo la verdad. https://t.co/MNHSGJlpa7";0,75
Me tope a una mujer que al verla que iba a entrar a un ascensor, le di el espacio para que ella entrara primero y me trato de machista. Mi respuesta fue, si esto es serlo, con todo orgullo. Al salir del ascensor le hice lo mismo con mas respeto aun. https://t.co/U7zQf2pyGV;0
Yo no me di cuenta ¿soy machista? xd https://t.co/6lWZPWAAKB;0,333333333
acabo de terminar de ver porco rosso y... vaya cosa machista;0
"""tal vez es machista"" ay callese https://t.co/Bmso9ELE2z";1
Como mujer lo que mas me gusta de -QueSabraNeruda es que critica el poema de un violador machista como lo fue Neruda.;0,375
"¡Ni machista, ni anticuado!
 
 esto es de: -CABALLEROS y VERDADEROS HOMBRES-
 
 Y te quitas el abrigo si tiene frio. https://t.co/EvFzhXOMpP";0
dios pelotudo de mierda, aparte de homofobico, xenofobico y pedofilo sos machista la re puta madre me caes como el puto orto EXTINGUETE;1
"Soy fantasma por subir fotos del auto, aaaa pero a vos que mostras el orto en las redes no hay que decirte nada porque seria ""machista"" jajajajaja PELOTUDeS ??????";1
Lo quee faltaba, la abuela machista rompiendome los ovarios para que cocine. Yo no lo puedo creer;0
